"spkid","rot_per(h)","diameter(km)","a(AU)","e","i(deg)","H(mag)"
20523811,1.3549,,1.843,0.4198,3.87,20.81
20523812,,,1.839,0.3918,3.25,24.06
20523813,,,1.278,0.2752,10.32,20.65
20523814,,,1.418,0.3120,3.75,20.81
20523815,6.85,,2.686,0.5926,41.11,17.56
20523816,,0.851,2.7,0.7182,15.74,18.14
20523817,0.10794,,1.307,0.2040,20.18,22.34
20523818,,,1.206,0.1371,13.86,21.27
20523819,,,1.218,0.0673,16.06,20.90
20523820,,,2.244,0.5980,55.03,18.20
20523821,,,1.766,0.2958,9.52,20.51
20523822,,,3.255,0.7370,15.31,18.07
20523823,,,2.568,0.5689,5.74,18.33
20523824,,,1.554,0.3328,13.68,19.59
20523826,20,0.3,1.33,0.1708,28.22,20.35
20523828,,,1.421,0.3524,14.35,20.02
20523915,,,2.61,0.8163,14.46,18.57
20523934,,,1.253,0.3123,38.69,20.62
20523941,,,1.382,0.3316,7.62,22.27
20523945,,,2.608,0.5908,26.90,19.05
20523950,,,0.9053,0.5068,23.64,20.30
20523966,,,1.49,0.2474,15.60,20.68
20523967,,,2.03,0.4763,59.71,18.13
20523971,,,1.158,0.2769,10.09,21.32
20523972,,,2.236,0.5990,33.64,18.66
20524150,,,2.069,0.4583,16.03,20.67
20524196,17.05,,2.239,0.5304,4.52,18.72
20524268,,,1.872,0.5412,6.84,19.95
20524391,,,1.423,0.2466,32.40,20.61
20524392,,,2.021,0.7543,9.18,17.84
20524459,,,2.003,0.5178,12.66,20.39
20524471,11.489,,0.8989,0.2663,11.77,20.43
20524474,,,2.27,0.4877,6.40,19.39
20524475,,,2.266,0.5592,27.86,19.36
20524498,,,2.642,0.5104,4.13,18.16
20524516,,,3.004,0.6104,26.19,17.40
20524522,13.5,,0.7237,0.4101,9.04,20.54
20524530,,,1.477,0.5899,10.79,19.68
20524536,,,2.166,0.4519,21.08,19.09
20524594,37.7,,2.423,0.6435,6.16,18.68
20524597,,,1.302,0.1605,16.15,20.51
20524599,,,2.856,0.5843,22.97,17.29
20524603,,,1.736,0.5474,8.34,19.49
20524974,,,2.28,0.4939,22.16,18.42
20525229,,,1.226,0.2735,29.96,21.27
20525231,,,1.459,0.4090,10.86,20.85
20525234,,,1.753,0.2965,23.65,19.76
20525268,,,0.7595,0.4104,21.46,21.43
20525319,,,2.31,0.4521,24.18,19.04
20525356,,,1.994,0.7275,21.68,18.68
20525364,,,1.049,0.1005,31.28,19.63
20525477,430.,,1.974,0.5888,9.86,19.38
20525484,,,1.056,0.3063,15.90,21.30
20525498,,,0.9588,0.2458,5.58,22.12
20525552,,,2.006,0.4516,36.63,18.95
20526238,3.1776,,1.893,0.3953,4.60,19.56
20526449,,,1.512,0.2950,37.01,18.89
20526587,,,1.562,0.3246,27.57,20.03
20526670,,,1.43,0.3486,9.92,20.77
20526742,,,0.907,0.3760,16.79,20.49
20526798,,,0.8581,0.4204,6.80,22.58
20526825,,,1.796,0.4638,32.40,19.03
20526826,17.11,,0.8657,0.3436,29.97,21.30
20526878,,,1.793,0.4570,7.00,19.38
20526898,,,1.067,0.7416,11.98,20.65
20527115,,,2.363,0.4662,4.79,19.01
20527671,,,2.398,0.5293,19.71,19.17
20527715,60.8,,1.141,0.2881,26.45,19.97
20527841,,,1.15,0.4621,45.77,19.58
20527959,,,1.968,0.4132,5.37,19.47
20527977,,,0.745,0.7600,19.79,22.30
20528159,10.68,,1.35,0.2254,8.17,21.51
20528284,,,1.134,0.4084,7.44,21.19
20528507,,,2.211,0.4858,8.42,18.68
20528609,,,2.371,0.7742,11.97,17.62
20528650,5.056,,2.219,0.5754,23.93,19.26
20528756,,,2.281,0.4786,5.68,18.30
20528804,,,1.851,0.7121,13.02,19.12
20528807,,,0.9367,0.2657,5.55,22.07
20528857,42,,1.855,0.6390,3.84,19.69
20528859,,,1.076,0.2623,5.05,22.21
20529032,,,2.649,0.5583,10.11,17.55
20529366,,,1.18,0.1689,25.77,20.41
20529450,,,1.73,0.4681,11.06,19.25
20529668,9.443,1.778,2.679,0.7351,5.38,17.90
20529670,,,1.484,0.4031,44.43,19.14
20529718,,1.770,2.49,0.8828,60.84,16.83
20529720,,0.361,1.111,0.3795,25.92,21.30
20529752,2.4645,,2.452,0.5262,3.33,18.63
20529753,,0.363,2.498,0.5885,9.10,19.65
20529819,,0.259,1.371,0.4598,13.59,20.86
20529920,,,2.438,0.5166,25.12,19.38
20529951,,,1.098,0.2640,26.29,21.08
20530085,,,2.517,0.8499,9.11,18.76
20530151,,,1.105,0.5170,21.91,20.70
20530520,1.291,,1.1,0.2874,20.90,21.85
20530531,11.009,0.280,1.222,0.1586,15.73,20.24
20530743,,,2.574,0.5974,24.92,17.84
20530871,,1.434,1.009,0.7433,46.78,17.25
20530938,,0.413,0.7839,0.4633,20.72,19.30
20530940,,,2.324,0.4693,18.30,18.19
20530974,5.357,,1.458,0.3949,4.36,20.77
20531060,,,0.9176,0.5153,53.63,19.89
20531277,13.,,2.113,0.6481,3.18,20.30
20531898,5.89,,2.047,0.3882,2.42,21.04
20531899,115,,0.9113,0.2974,31.01,19.78
20531914,,,2.059,0.5335,40.35,18.37
20531944,,,1.285,0.1828,10.34,21.33
20532058,,,1.587,0.2652,22.79,19.46
20532874,23.86,0.310,1.391,0.2618,31.21,19.62
20533011,0.9139,,1.425,0.2828,5.71,21.85
20533372,,,1.367,0.3525,39.15,20.17
20533541,,,1.437,0.2675,26.77,19.92
20533638,,,1.187,0.1676,22.46,20.44
20533671,16.41,,2.889,0.8956,24.27,16.05
20533722,,0.701,2.385,0.6587,3.86,18.21
20533990,0.220054,,1.411,0.2232,2.82,22.36
20534676,,0.691,1.837,0.6037,16.39,18.68
20535148,,0.861,2.588,0.5318,27.13,18.38
20535221,,,1.605,0.3278,22.21,19.07
20535844,0.0926702,,1.586,0.4012,4.83,21.89
20536531,,,1.538,0.4026,13.20,20.46
20537098,,,2.054,0.4868,5.68,19.35
20537342,9.09,,1.601,0.3907,18.56,20.44
20537395,16.31,,1.26,0.1817,21.28,20.48
20537467,,,1.64,0.3441,14.14,20.40
20537686,9.89,,1.659,0.3169,42.56,18.95
20537829,,0.312,0.7102,0.4892,13.92,19.51
20538085,,,1.873,0.5647,62.63,17.73
20538212,,0.654,2.032,0.7813,1.26,19.36
20538644,,,1.092,0.7935,16.21,19.48
20538648,,,1.299,0.7765,37.18,19.48
20538979,,,2.199,0.4292,22.74,19.61
20539063,,,1.501,0.7159,10.78,19.12
20539694,,,1.035,0.1757,22.73,21.32
20539856,,,1.01,0.5577,16.49,20.92
20539940,2.6346,,2.137,0.4594,33.96,18.02
20543319,,,2.066,0.6248,34.17,20.22
20545274,,,2.664,0.7842,13.31,17.48
20549328,,,1.855,0.4714,6.67,19.01
20549459,,,2.087,0.7396,23.92,18.00
20549948,,,1.078,0.2833,14.13,20.84
20550271,,,1.344,0.2157,24.10,19.76
20551685,,,1.101,0.4230,2.92,21.82
20554126,19.64,,2.089,0.4712,7.37,21.41
20555122,,,2.304,0.7175,28.27,16.97
20558307,47.9,,3.212,0.6321,20.42,17.56
20560563,2.888,,1.614,0.6518,8.01,18.15
20564883,,,1.555,0.3229,60.65,19.31
20564934,,,1.996,0.3513,5.59,19.51
20566540,,,1.615,0.4441,9.24,21.61
20567077,10.54,,2.388,0.4919,8.01,19.21
20567092,,,2.479,0.5863,6.75,17.69
20572822,,,1.976,0.4532,10.26,18.98
20574660,,,1.16,0.4963,5.31,20.98
20576330,,,1.772,0.4773,22.31,18.79
20576763,,,1.917,0.4600,6.06,19.30
20577723,,,1.361,0.5128,17.25,20.20
20580109,,,2.071,0.4307,5.79,20.53
20584604,,,1.592,0.2172,4.66,22.69
20584693,,,1.616,0.3384,17.10,19.70
20585185,,,1.321,0.4726,6.57,20.42
20585310,,,1.327,0.3349,20.87,20.43
20585428,,,1.023,0.2309,27.66,20.97
20585734,,,1.586,0.3862,26.83,22.20
20591179,,,1.36,0.1932,3.87,21.66
20592968,,,0.8581,0.5840,6.24,21.64
20594769,,,1.643,0.3120,26.59,19.61
20594913,,,0.5554,0.1771,15.87,16.21
20594936,,,2.49,0.7371,6.77,17.76
20594938,,,2.186,0.4713,29.65,18.23
20595116,,,1.311,0.0280,7.27,22.84
20597171,83.97,,2.324,0.4677,7.43,18.91
20598001,,,1.432,0.1446,17.05,20.50
20601696,,,1.485,0.6888,24.04,18.74
20601798,,,1.889,0.6902,9.28,18.20
20604197,,,1.231,0.5538,25.00,20.11
20605070,,,1.969,0.5382,8.96,19.67
20605489,,,2.107,0.3991,5.28,21.11
20605911,,,1.782,0.2950,14.50,19.25
20606367,,,1.582,0.5023,25.56,16.86
20606438,,,1.605,0.3689,27.11,18.16
20606441,,,1.796,0.4193,36.48,19.09
20606605,,,2.609,0.6823,29.05,17.28
20606702,,,1.101,0.5953,43.27,20.13
20606900,,,2.151,0.4267,6.43,20.43
20606908,,,2.634,0.5579,24.98,18.31
20606939,,,1.562,0.1997,19.00,21.82
20608017,,,1.272,0.4595,27.57,19.92
20612012,,,2.603,0.7151,1.56,19.45
20612013,,,2.233,0.5697,14.88,19.29
20612027,9.2,,1.085,0.2704,25.03,20.71
20612050,7.572,,2.27,0.7842,6.68,19.14
20612057,,,2.392,0.5365,28.12,19.00
20612058,,,3.109,0.6179,9.20,18.32
20612061,,,1.958,0.4456,6.07,19.29
20612064,,,2.108,0.4549,4.83,21.14
20612089,0.370364,,1.274,0.2746,21.96,20.25
20612091,,,2.562,0.5432,6.50,17.59
20612094,4.2,,1.116,0.1087,8.68,23.27
20612098,3.0697,,1.683,0.6442,10.89,19.77
20612103,,,1.765,0.4415,6.96,19.84
20612143,3.2392,,1.699,0.5998,6.34,19.84
20612152,,,2.09,0.3890,4.39,19.23
20612162,,,2.184,0.9448,16.61,18.29
20612171,,,2.302,0.4957,12.21,20.27
20612197,,,0.8546,0.2883,7.68,22.93
20612199,,,1.432,0.2986,18.27,20.02
20612202,,,1.641,0.3763,4.42,20.53
20612210,,,1.487,0.3255,12.97,20.41
20612227,,,1.129,0.1876,6.24,20.20
20612267,,,1.358,0.3472,7.77,20.91
20612324,,,2.838,0.5802,19.53,17.96
20612326,,,1.778,0.5791,2.89,20.42
20612337,,,1.726,0.4865,21.73,19.45
20612342,,,2.835,0.6598,6.79,19.16
20612343,,,0.9883,0.4626,9.49,22.66
20612346,,,1.154,0.4782,6.27,20.85
20612348,25.381,,2.821,0.6397,5.32,18.73
20612356,,,0.7699,0.3054,4.31,20.41
20612357,,,2.258,0.8273,13.39,18.60
20612358,,,1.066,0.4165,8.77,21.38
20612362,,,1.181,0.5189,29.60,19.86
20612363,,,2.447,0.5673,29.19,18.32
20612364,,,1.995,0.5415,11.39,20.16
20612380,,,1.644,0.3660,13.86,20.86
20612383,,,1.769,0.3806,14.20,19.37
20612443,,,0.9666,0.3097,13.54,21.06
20612472,,,1.421,0.3825,16.82,19.89
20612484,44,,2.348,0.4886,9.69,19.14
20612509,8,,1.323,0.5755,5.37,21.89
20612522,,,2.02,0.5267,10.12,18.23
20612529,,,1.644,0.2960,3.77,19.99
20612536,,,1.421,0.2891,13.78,20.30
20612541,,,2.595,0.6247,45.68,17.98
20612552,,,1.525,0.2582,38.39,20.22
20612556,,,1.805,0.3483,17.68,19.66
20612563,,,2.338,0.7084,10.32,18.49
20612589,,,2.151,0.4344,7.43,19.17
20612593,,,1.666,0.4579,45.38,19.03
20612600,,,1.125,0.0820,2.80,23.02
20612608,,,3.037,0.6394,20.93,17.99
20612723,5.187,,2.004,0.4846,4.89,19.10
20612750,,,2.247,0.5030,23.44,19.34
20612760,,,1.219,0.0551,4.54,22.48
20612777,18.04,,2.176,0.5314,9.81,18.50
20612780,,,1.916,0.5379,9.77,20.16
20612781,3.63,,1.145,0.6383,35.09,19.38
20612786,,,1.418,0.3419,2.58,21.57
20612800,,,2.153,0.4382,9.04,19.01
20612801,,,1.739,0.3293,12.31,19.85
20612813,,,2.163,0.6038,23.29,18.39
20612856,,,1.291,0.3892,7.49,20.76
20612901,100,,1.052,0.1586,32.95,19.79
20612922,,,3.162,0.6897,17.00,18.04
20612924,,,1.987,0.7540,4.44,20.29
20612929,5.6,1.201,1.905,0.4686,26.05,18.90
20612955,,,1.342,0.3261,10.87,20.42
20612970,,,0.8553,0.3356,7.90,21.23
20612982,,,2.124,0.4624,6.54,19.70
20612989,,,1.988,0.7161,28.46,20.00
20612991,,,2.186,0.5354,6.90,19.49
20613010,,,0.9759,0.3199,12.52,20.23
20613014,2.82,,2.421,0.4793,15.80,18.83
20613096,,,2.17,0.5099,7.38,18.92
20613217,,,2.753,0.5897,37.18,17.71
20613234,,,2.096,0.7023,19.31,18.95
20613286,,,0.7434,0.3335,22.22,20.62
20613291,,,2.177,0.7350,4.48,19.02
20613315,,,1.377,0.1266,13.66,20.01
20613397,,,1.374,0.5288,13.78,20.32
20613398,,,0.9225,0.3433,14.61,21.25
20613400,,,0.9553,0.1983,1.58,23.03
20613401,,,2.167,0.5048,15.16,18.78
20613403,11.83,,0.9587,0.1793,10.06,20.23
20613420,,,1.163,0.4042,19.59,20.34
20613422,,,2.306,0.4652,6.33,18.69
20613433,,,2.199,0.8589,14.15,18.15
20613434,,,1.87,0.3092,38.18,18.63
20613439,,,2.202,0.4664,5.01,18.69
20613440,,,1.524,0.3785,10.83,19.67
20613450,,,1.896,0.6401,2.85,19.30
20613471,,,0.9506,0.3006,1.41,22.27
20613496,,,1.516,0.3017,35.75,20.23
20613512,15.5,,1.879,0.5366,34.67,18.73
20613527,,,1.893,0.3214,15.85,19.80
20613569,,,0.8513,0.4704,2.95,21.87
20613626,,,1.674,0.5322,14.27,19.94
20613676,,,0.7848,0.1829,24.77,18.82
20613714,,,1.457,0.4763,4.67,20.82
20613726,,0.260,0.8203,0.4102,21.74,21.34
20613763,,,1.297,0.0847,18.01,20.23
20613775,,,2.291,0.4498,7.02,20.09
20613814,,,1.05,0.4993,19.71,20.19
20613829,,,1.056,0.2044,10.25,21.57
20613862,,,0.9492,0.1759,1.02,23.10
20613910,,,1.77,0.6762,18.98,19.11
20613913,,,2.21,0.5994,41.30,17.70
20613939,,0.322,0.6628,0.5875,20.37,19.25
20613940,,,2.208,0.4184,22.95,18.53
20613949,,,0.9552,0.5013,10.17,21.42
20613959,,,1.472,0.1643,31.53,20.62
20613964,,,1.894,0.5970,44.65,18.53
20613985,,,1.485,0.1343,17.59,20.30
20613986,,,1.052,0.2960,7.91,20.85
20613995,,0.193,1.005,0.3340,1.43,22.83
20614088,,,1.786,0.5621,19.99,19.38
20614134,,,0.7803,0.5545,10.65,21.65
20614266,,,3.075,0.6363,12.88,16.99
20614313,,,2.256,0.7511,8.28,18.27
20614316,0.0963683,0.382,1.038,0.6205,16.54,20.26
20614374,,,2.965,0.6972,28.01,16.70
20614406,,,1.779,0.5873,45.92,18.67
20614417,,,2.437,0.5890,10.09,17.97
20614427,,,1.946,0.4246,8.92,19.82
20614433,,,1.502,0.4553,18.22,20.58
20614449,,,2.251,0.7830,15.51,17.85
20614470,,,2.361,0.5949,6.73,18.39
20614478,,,1.982,0.4078,6.54,19.15
20614521,,0.280,1.978,0.4832,3.53,20.00
20614599,,1.671,2.255,0.5465,33.26,18.31
20614603,,1.168,2.628,0.5308,7.43,18.52
20614643,,0.493,2.707,0.6105,21.03,18.87
20614689,,,1.001,0.3872,13.85,20.29
20618348,5.455,0.160,0.8587,0.3322,21.60,20.23
20618350,,,1.554,0.4734,7.93,19.96
20619034,,,1.723,0.5720,8.93,19.14
20619106,,,1.655,0.5743,1.20,20.11
20619492,,,1.537,0.3128,7.89,20.48
20619920,,,2.295,0.6486,7.47,19.74
20619926,,,2.647,0.5303,24.75,18.98
20620000,,,1.278,0.5522,21.41,19.96
20620055,45.1,,2.749,0.7063,20.66,17.76
20620056,,,2.176,0.6162,4.08,20.53
20620058,,,1.992,0.8318,17.32,19.70
20620059,,,1.193,0.5025,19.98,20.15
20620061,,,2.097,0.7019,9.57,20.70
20620062,,,1.31,0.4432,24.14,19.64
20620063,,,1.849,0.5999,53.69,18.76
20620064,,,2.433,0.4947,6.40,18.21
20620066,5.665,,1.866,0.6069,0.25,19.86
20620067,,,1.813,0.7041,9.42,19.33
20620068,,,1.49,0.4399,8.94,19.80
20620069,,,2.691,0.5219,24.91,17.95
20620070,0.316391,,2.291,0.5482,8.92,18.58
20620071,2.9656,,1.217,0.8579,33.43,19.64
20620072,,,1.935,0.5615,11.34,19.11
20620073,,,1.235,0.3947,26.35,20.37
20620076,11.08,,3.179,0.6029,24.98,17.00
20620077,,,1.619,0.4097,32.07,20.55
20620078,,,1.139,0.5938,31.15,19.29
20620079,,,1.742,0.4804,53.23,19.27
20620080,,,1.833,0.6450,21.59,18.38
20620082,,,2.092,0.7178,4.43,19.88
20620083,5.8559,,1.644,0.6901,24.46,18.30
20620084,,,2.096,0.5020,8.47,19.39
20620085,,,1.296,0.3335,25.12,20.12
20620089,,,1.378,0.5296,47.72,19.43
20620090,,,2.852,0.6794,36.53,17.35
20620091,,1.248,0.9552,0.6750,20.54,17.73
20620092,,,1.854,0.5713,5.70,18.40
20620093,,,1.44,0.2281,25.87,20.20
20620094,,1.374,3.261,0.8162,22.58,18.98
20620095,,,2.512,0.6323,9.88,17.71
20620096,2.93,,1.813,0.6156,5.15,19.85
20620097,,,1.357,0.7416,35.77,18.89
20620098,,,1.946,0.7461,26.02,18.64
20620099,,,1.616,0.4525,8.24,20.95
20620100,2.68,,1.34,0.5033,2.89,21.35
20620101,,,1.306,0.1610,22.48,21.04
20620102,,,2.064,0.4593,34.06,18.59
20620103,,,1.346,0.5481,44.36,18.79
20620104,,,1.502,0.3983,48.93,18.51
20620105,,,1.496,0.4334,17.75,19.49
20620106,,,1.908,0.5244,7.96,20.25
20620107,40.9,,2.012,0.5591,8.08,19.58
20620108,,,1.555,0.2667,19.16,20.99
